Grid_Sco00re			Grid_Score	Grid_vdw	Grid_es	Int_energy
RNAewa_LIGrocs_with_names-2dock_mol0105	mol105	0	-48.070305	-49.671417	1.601114	6.190436
RNAewa_LIGrocs_with_names-2dock_mol0106	mol106	0	-46.971550	-46.224781	-0.746769	6.830394
RNAewa_LIGrocs_with_names-2dock_mol0107	mol107	0	-43.747265	-42.754616	-0.992648	8.480574
RNAewa_LIGrocs_with_names-2dock_mol0108	mol108	0	-52.837357	-50.681900	-2.155455	9.964105
RNAewa_LIGrocs_with_names-2dock_mol0109	mol109	0	-39.582085	-39.753151	0.171065	6.840835
RNAewa_LIGrocs_with_names-2dock_mol0110	mol110	0	-42.604424	-40.721363	-1.883060	3.441509
RNAewa_LIGrocs_with_names-2dock_mol0111	mol111	0	-40.764294	-39.879856	-0.884436	3.580835
RNAewa_LIGrocs_with_names-2dock_mol0112	mol112	0	-44.073586	-44.554871	0.481287	12.992933
RNAewa_LIGrocs_with_names-2dock_mol0113	mol113	0	-51.951218	-52.080921	0.129705	4.959749
RNAewa_LIGrocs_with_names-2dock_mol0114	mol114	0	-44.520969	-43.051231	-1.469739	8.944271
RNAewa_LIGrocs_with_names-2dock_mol0115	mol115	0	-37.529976	-36.931919	-0.598059	11.406816
RNAewa_LIGrocs_with_names-2dock_mol0116	mol116	0	-37.425430	-34.418736	-3.006693	6.611382
RNAewa_LIGrocs_with_names-2dock_mol0117	mol117	0	-43.659428	-41.368317	-2.291110	4.998587
RNAewa_LIGrocs_with_names-2dock_mol0118	mol118	0	-41.189693	-40.838703	-0.350991	3.879903
RNAewa_LIGrocs_with_names-2dock_mol0119	mol119	0	-40.319717	-38.979984	-1.339734	5.808201
RNAewa_LIGrocs_with_names-2dock_mol0120	mol120	0	-52.142807	-49.843227	-2.299580	13.100120
RNAewa_LIGrocs_with_names-2dock_mol0121	mol121	0	-44.807384	-43.278683	-1.528703	12.126062
RNAewa_LIGrocs_with_names-2dock_mol0122	mol122	0	-54.616699	-53.262566	-1.354135	5.099826
RNAewa_LIGrocs_with_names-2dock_mol0123	mol123	0	-50.423248	-49.484062	-0.939185	13.760030
RNAewa_LIGrocs_with_names-2dock_mol0124	mol124	0	-44.264919	-43.774097	-0.490821	2.868772
RNAewa_LIGrocs_with_names-2dock_mol0125	mol125	0	-43.332813	-41.002865	-2.329950	4.007686
RNAewa_LIGrocs_with_names-2dock_mol0126	mol126	0	-59.082947	-55.637909	-3.445039	7.238597
RNAewa_LIGrocs_with_names-2dock_mol0127	mol127	0	-52.383789	-51.918205	-0.465582	6.098538
RNAewa_LIGrocs_with_names-2dock_mol0128	mol128	0	-44.625282	-44.401817	-0.223466	5.943228
RNAewa_LIGrocs_with_names-2dock_mol0129	mol129	0	-41.927780	-41.057632	-0.870147	4.119202
RNAewa_LIGrocs_with_names-2dock_mol0130	mol130	0	-43.207317	-43.474842	0.267524	4.707255
RNAewa_LIGrocs_with_names-2dock_mol0131	mol131	0	-50.975285	-48.385674	-2.589610	7.265112
RNAewa_LIGrocs_with_names-2dock_mol0132	mol132	0	-45.720360	-43.133339	-2.587019	3.941827
RNAewa_LIGrocs_with_names-2dock_mol0133	mol133	0	-53.469574	-55.586224	2.116648	11.267550
RNAewa_LIGrocs_with_names-2dock_mol0134	mol134	0	-61.948463	-59.451366	-2.497097	6.811813
RNAewa_LIGrocs_with_names-2dock_mol0135	mol135	0	-50.460964	-47.893303	-2.567662	11.521552
RNAewa_LIGrocs_with_names-2dock_mol0136	mol136	0	-41.104195	-38.538723	-2.565471	11.371530
RNAewa_LIGrocs_with_names-2dock_mol0137	mol137	0	-42.425003	-39.967823	-2.457180	6.413972
RNAewa_LIGrocs_with_names-2dock_mol0138	mol138	0	-57.025242	-55.180622	-1.844618	8.198698
RNAewa_LIGrocs_with_names-2dock_mol0139	mol139	0	-40.870937	-39.560448	-1.310489	7.495169
RNAewa_LIGrocs_with_names-2dock_mol0140	mol140	0	-57.435612	-56.042435	-1.393178	9.843922
RNAewa_LIGrocs_with_names-2dock_mol0141	mol141	0	-43.511883	-42.333225	-1.178657	5.318949
RNAewa_LIGrocs_with_names-2dock_mol0142	mol142	0	-52.938866	-52.519299	-0.419566	10.765315
RNAewa_LIGrocs_with_names-2dock_mol0143	mol143	0	-45.955051	-44.426369	-1.528682	7.085390
RNAewa_LIGrocs_with_names-2dock_mol0144	mol144	0	-43.982639	-41.571602	-2.411037	6.884535
RNAewa_LIGrocs_with_names-2dock_mol0145	mol145	0	-43.494751	-40.739277	-2.755474	4.262059
RNAewa_LIGrocs_with_names-2dock_mol0146	mol146	0	-41.386097	-38.959492	-2.426605	3.701250
RNAewa_LIGrocs_with_names-2dock_mol0147	mol147	0	-40.167927	-42.144703	1.976774	2.385587
RNAewa_LIGrocs_with_names-2dock_mol0148	mol148	0	-51.685593	-50.632389	-1.053205	8.031749
RNAewa_LIGrocs_with_names-2dock_mol0149	mol149	0	-42.821663	-41.098743	-1.722921	4.311617
RNAewa_LIGrocs_with_names-2dock_mol0150	mol150	0	-38.899372	-39.781784	0.882412	8.102382
RNAewa_LIGrocs_with_names-2dock_mol0151	mol151	0	-38.967762	-38.321934	-0.645829	7.174243
RNAewa_LIGrocs_with_names-2dock_mol0152	mol152	0	-39.885597	-40.362164	0.476566	5.532381
RNAewa_LIGrocs_with_names-2dock_mol0153	mol153	0	-46.240971	-44.957352	-1.283620	10.703391
RNAewa_LIGrocs_with_names-2dock_mol0154	mol154	0	-55.177704	-52.925594	-2.252111	4.034839
RNAewa_LIGrocs_with_names-2dock_mol0155	mol155	0	-53.388985	-51.512093	-1.876893	7.623091
RNAewa_LIGrocs_with_names-2dock_mol0156	mol156	0	-47.724934	-47.776775	0.051841	7.369099
RNAewa_LIGrocs_with_names-2dock_mol0157	mol157	0	-52.905972	-51.038338	-1.867635	7.746490
RNAewa_LIGrocs_with_names-2dock_mol0158	mol158	0	-48.980461	-47.694908	-1.285552	4.661033
RNAewa_LIGrocs_with_names-2dock_mol0159	mol159	0	-56.935593	-55.605686	-1.329908	11.122808
RNAewa_LIGrocs_with_names-2dock_mol0160	mol160	0	-44.816845	-42.597748	-2.219098	3.643444
RNAewa_LIGrocs_with_names-2dock_mol0161	mol161	0	-50.696968	-48.189613	-2.507353	10.586139
RNAewa_LIGrocs_with_names-2dock_mol0162	mol162	0	-43.203491	-40.065769	-3.137720	6.294812
RNAewa_LIGrocs_with_names-2dock_mol0163	mol163	0	-42.487328	-38.787403	-3.699924	0.984239
RNAewa_LIGrocs_with_names-2dock_mol0164	mol164	0	-54.209423	-52.174400	-2.035021	14.244144
RNAewa_LIGrocs_with_names-2dock_mol0165	mol165	0	-43.581451	-41.626499	-1.954954	10.439279
RNAewa_LIGrocs_with_names-2dock_mol0166	mol166	0	-51.398861	-50.207993	-1.190868	9.329813
RNAewa_LIGrocs_with_names-2dock_mol0167	mol167	0	-40.497387	-37.378117	-3.119270	5.553020
RNAewa_LIGrocs_with_names-2dock_mol0168	mol168	0	-50.364468	-50.078011	-0.286458	13.961467
RNAewa_LIGrocs_with_names-2dock_mol0169	mol169	0	-42.994663	-39.561844	-3.432821	6.668267
RNAewa_LIGrocs_with_names-2dock_mol0170	mol170	0	-46.182121	-42.545380	-3.636741	7.695508
RNAewa_LIGrocs_with_names-2dock_mol0171	mol171	0	-42.586208	-41.815418	-0.770789	9.089481
RNAewa_LIGrocs_with_names-2dock_mol0172	mol172	0	-47.650791	-46.169479	-1.481310	4.299214
RNAewa_LIGrocs_with_names-2dock_mol0173	mol173	0	-50.316521	-47.706841	-2.609678	6.134636
RNAewa_LIGrocs_with_names-2dock_mol0174	mol174	0	-38.899559	-38.728119	-0.171438	7.299533
RNAewa_LIGrocs_with_names-2dock_mol0175	mol175	0	-39.296101	-39.427532	0.131432	7.784350
RNAewa_LIGrocs_with_names-2dock_mol0176	mol176	0	-55.006821	-53.795795	-1.211026	9.184975
RNAewa_LIGrocs_with_names-2dock_mol0177	mol177	0	-43.781063	-41.850361	-1.930702	7.577330
RNAewa_LIGrocs_with_names-2dock_mol0178	mol178	0	-44.656998	-42.210251	-2.446747	2.366670
RNAewa_LIGrocs_with_names-2dock_mol0179	mol179	0	-42.647568	-39.641499	-3.006068	3.556399
RNAewa_LIGrocs_with_names-2dock_mol0180	mol180	0	-43.932266	-41.943951	-1.988315	5.229408
RNAewa_LIGrocs_with_names-2dock_mol0181	mol181	0	-48.709778	-44.696884	-4.012896	3.113410
RNAewa_LIGrocs_with_names-2dock_mol0182	mol182	0	-41.259171	-40.296997	-0.962175	9.425449
RNAewa_LIGrocs_with_names-2dock_mol0183	mol183	0	-56.199265	-55.064907	-1.134357	21.765455
RNAewa_LIGrocs_with_names-2dock_mol0184	mol184	0	-48.688915	-47.570564	-1.118351	2.717645
RNAewa_LIGrocs_with_names-2dock_mol0185	mol185	0	-44.167549	-41.653824	-2.513724	5.809364
RNAewa_LIGrocs_with_names-2dock_mol0186	mol186	0	-43.034863	-40.473030	-2.561834	7.402008
RNAewa_LIGrocs_with_names-2dock_mol0187	mol187	0	-52.605049	-51.706284	-0.898765	6.990610
RNAewa_LIGrocs_with_names-2dock_mol0188	mol188	0	-43.953674	-39.923294	-4.030380	11.385327
RNAewa_LIGrocs_with_names-2dock_mol0189	mol189	0	-42.617752	-43.238384	0.620632	7.380340
RNAewa_LIGrocs_with_names-2dock_mol0190	mol190	0	-54.587772	-53.173264	-1.414509	6.425100
RNAewa_LIGrocs_with_names-2dock_mol0191	mol191	0	-53.050003	-50.135044	-2.914960	23.038065
RNAewa_LIGrocs_with_names-2dock_mol0192	mol192	0	-44.914860	-41.695976	-3.218883	7.800532
RNAewa_LIGrocs_with_names-2dock_mol0193	mol193	0	-51.511353	-48.832325	-2.679027	4.750068
RNAewa_LIGrocs_with_names-2dock_mol0194	mol194	0	-41.366238	-40.026848	-1.339391	9.581279
RNAewa_LIGrocs_with_names-2dock_mol0195	mol195	0	-37.735638	-33.370602	-4.365036	7.688974
RNAewa_LIGrocs_with_names-2dock_mol0196	mol196	0	-42.058792	-39.433887	-2.624905	5.371185
RNAewa_LIGrocs_with_names-2dock_mol0197	mol197	0	-41.582165	-38.623119	-2.959045	5.799176
RNAewa_LIGrocs_with_names-2dock_mol0198	mol198	0	-47.849510	-46.333855	-1.515655	16.081837
RNAewa_LIGrocs_with_names-2dock_mol0199	mol199	0	-46.496677	-42.859547	-3.637130	18.967636
RNAewa_LIGrocs_with_names-2dock_mol0200	mol200	0	-42.252048	-39.154842	-3.097206	7.087275
RNAewa_LIGrocs_with_names-2dock_mol0201	mol201	0	-43.042706	-41.439827	-1.602877	7.490762
RNAewa_LIGrocs_with_names-2dock_mol0202	mol202	0	-41.354553	-38.375343	-2.979210	11.015641
RNAewa_LIGrocs_with_names-2dock_mol0203	mol203	0	-39.044170	-38.848003	-0.196166	11.279960
RNAewa_LIGrocs_with_names-2dock_mol0204	mol204	0	-47.211792	-44.303493	-2.908298	11.553240
RNAewa_LIGrocs_with_names-2dock_mol0205	mol205	0	-49.749706	-48.290722	-1.458985	4.073123
RNAewa_LIGrocs_with_names-2dock_mol0206	mol206	0	-47.565994	-44.728100	-2.837896	4.867462
RNAewa_LIGrocs_with_names-2dock_mol0207	mol207	0	-38.210926	-35.983578	-2.227349	6.273740
RNAewa_LIGrocs_with_names-2dock_mol0208	mol208	0	-38.927227	-39.437077	0.509849	12.848449
RNAewa_LIGrocs_with_names-2dock_mol0209	mol209	0	-46.558510	-44.993965	-1.564543	4.745946
RNAewa_LIGrocs_with_names-2dock_mol0210	mol210	0	-51.902340	-49.864605	-2.037736	6.602031
RNAewa_LIGrocs_with_names-2dock_mol0211	mol211	0	-46.805809	-45.981171	-0.824638	10.372337
RNAewa_LIGrocs_with_names-2dock_mol0212	mol212	0	-54.094913	-53.488506	-0.606408	15.546168
RNAewa_LIGrocs_with_names-2dock_mol0213	mol213	0	-41.857658	-39.784908	-2.072750	3.830571
RNAewa_LIGrocs_with_names-2dock_mol0214	mol214	0	-58.692036	-58.032265	-0.659771	7.924052
RNAewa_LIGrocs_with_names-2dock_mol0215	mol215	0	-46.862900	-44.181381	-2.681519	7.985554
RNAewa_LIGrocs_with_names-2dock_mol0216	mol216	0	-50.948837	-52.330029	1.381192	6.398713
RNAewa_LIGrocs_with_names-2dock_mol0217	mol217	0	-38.804474	-36.849701	-1.954772	2.535977
RNAewa_LIGrocs_with_names-2dock_mol0218	mol218	0	-46.288021	-46.697548	0.409529	6.433763
RNAewa_LIGrocs_with_names-2dock_mol0219	mol219	0	-41.551338	-40.874752	-0.676585	5.233410
RNAewa_LIGrocs_with_names-2dock_mol0220	mol220	0	-52.099121	-50.646152	-1.452969	5.855864
RNAewa_LIGrocs_with_names-2dock_mol0221	mol221	0	-54.788406	-52.786148	-2.002259	13.032728
RNAewa_LIGrocs_with_names-2dock_mol0222	mol222	0	-49.810562	-47.124222	-2.686339	6.843846
RNAewa_LIGrocs_with_names-2dock_mol0223	mol223	0	-43.254021	-41.472893	-1.781128	7.185897
RNAewa_LIGrocs_with_names-2dock_mol0224	mol224	0	-51.610729	-50.602901	-1.007830	5.228872
RNAewa_LIGrocs_with_names-2dock_mol0225	mol225	0	-55.075851	-53.529682	-1.546169	2.647266
RNAewa_LIGrocs_with_names-2dock_mol0226	mol226	0	-46.205795	-45.652924	-0.552873	3.393004
RNAewa_LIGrocs_with_names-2dock_mol0227	mol227	0	-50.582794	-48.217762	-2.365032	8.804887
RNAewa_LIGrocs_with_names-2dock_mol0228	mol228	0	-37.220821	-36.223480	-0.997342	2.811270
RNAewa_LIGrocs_with_names-2dock_mol0229	mol229	0	-52.391502	-49.867729	-2.523772	7.148260
RNAewa_LIGrocs_with_names-2dock_mol0230	mol230	0	-50.729034	-48.290993	-2.438041	8.108777
RNAewa_LIGrocs_with_names-2dock_mol0231	mol231	0	-44.102512	-43.346767	-0.755744	11.473515
RNAewa_LIGrocs_with_names-2dock_mol0232	mol232	0	-54.729389	-54.210567	-0.518821	13.378175
RNAewa_LIGrocs_with_names-2dock_mol0233	mol233	0	-47.170319	-46.741398	-0.428922	5.062573
RNAewa_LIGrocs_with_names-2dock_mol0234	mol234	0	-44.462730	-43.952255	-0.510476	4.250454
RNAewa_LIGrocs_with_names-2dock_mol0235	mol235	0	-43.374146	-40.676060	-2.698085	6.152738
RNAewa_LIGrocs_with_names-2dock_mol0236	mol236	0	-37.709743	-36.767124	-0.942619	13.340947
RNAewa_LIGrocs_with_names-2dock_mol0237	mol237	0	-41.024048	-40.811039	-0.213009	3.628623
RNAewa_LIGrocs_with_names-2dock_mol0238	mol238	0	-45.273087	-44.742798	-0.530289	7.643641
RNAewa_LIGrocs_with_names-2dock_mol0239	mol239	0	-54.431053	-52.151421	-2.279631	8.809288
RNAewa_LIGrocs_with_names-2dock_mol0240	mol240	0	-58.815811	-57.885555	-0.930258	14.401628
RNAewa_LIGrocs_with_names-2dock_mol0241	mol241	0	-39.292202	-37.557140	-1.735060	5.593368
RNAewa_LIGrocs_with_names-2dock_mol0242	mol242	0	-41.587021	-40.621517	-0.965503	4.953653
RNAewa_LIGrocs_with_names-2dock_mol0243	mol243	0	-44.831772	-41.092251	-3.739522	10.201833
RNAewa_LIGrocs_with_names-2dock_mol0244	mol244	0	-57.543705	-54.905537	-2.638169	7.351427
RNAewa_LIGrocs_with_names-2dock_mol0245	mol245	0	-56.254211	-54.432766	-1.821444	9.417665
RNAewa_LIGrocs_with_names-2dock_mol0246	mol246	0	-46.017723	-42.315422	-3.702300	9.747226
RNAewa_LIGrocs_with_names-2dock_mol0247	mol247	0	-45.044098	-42.635017	-2.409079	8.761037
RNAewa_LIGrocs_with_names-2dock_mol0248	mol248	0	-39.977066	-38.601196	-1.375870	4.512584
RNAewa_LIGrocs_with_names-2dock_mol0249	mol249	0	-44.297504	-43.198406	-1.099098	7.006292
RNAewa_LIGrocs_with_names-2dock_mol0250	mol250	0	-40.494503	-39.405701	-1.088803	10.517290
RNAewa_LIGrocs_with_names-2dock_mol0251	mol251	0	-47.849987	-48.035313	0.185324	4.279674
RNAewa_LIGrocs_with_names-2dock_mol0252	mol252	0	-50.899181	-51.116909	0.217726	10.813300
RNAewa_LIGrocs_with_names-2dock_mol0253	mol253	0	-43.748680	-42.449356	-1.299325	3.094840
RNAewa_LIGrocs_with_names-2dock_mol0254	mol254	0	-55.457001	-52.716473	-2.740530	4.772820
RNAewa_LIGrocs_with_names-2dock_mol0255	mol255	0	-37.202473	-35.178165	-2.024307	5.241407
RNAewa_LIGrocs_with_names-2dock_mol0256	mol256	0	-41.768829	-38.048122	-3.720706	13.258456
RNAewa_LIGrocs_with_names-2dock_mol0257	mol257	0	-47.657692	-45.749470	-1.908222	11.320246
RNAewa_LIGrocs_with_names-2dock_mol0258	mol258	0	-54.127190	-52.603001	-1.524189	11.924214
RNAewa_LIGrocs_with_names-2dock_mol0259	mol259	0	-56.784622	-54.176380	-2.608241	13.136251
RNAewa_LIGrocs_with_names-2dock_mol0260	mol260	0	-40.007198	-37.560982	-2.446216	9.010601
RNAewa_LIGrocs_with_names-2dock_mol0261	mol261	0	-41.478188	-41.138397	-0.339789	8.623120
RNAewa_LIGrocs_with_names-2dock_mol0262	mol262	0	-41.055580	-38.452877	-2.602704	8.487497
RNAewa_LIGrocs_with_names-2dock_mol0263	mol263	0	-42.709290	-40.010708	-2.698581	7.427185
RNAewa_LIGrocs_with_names-2dock_mol0264	mol264	0	-43.505714	-39.120998	-4.384716	3.492503
RNAewa_LIGrocs_with_names-2dock_mol0265	mol265	0	-48.926777	-46.344162	-2.582617	5.902408
RNAewa_LIGrocs_with_names-2dock_mol0266	mol266	0	-39.502747	-38.582027	-0.920721	5.636306
RNAewa_LIGrocs_with_names-2dock_mol0267	mol267	0	-57.723778	-57.487736	-0.236042	6.962104
RNAewa_LIGrocs_with_names-2dock_mol0268	mol268	0	-53.047073	-50.870384	-2.176689	20.976980
RNAewa_LIGrocs_with_names-2dock_mol0269	mol269	0	-48.014320	-44.796864	-3.217458	4.245377
RNAewa_LIGrocs_with_names-2dock_mol0270	mol270	0	-42.012444	-41.336380	-0.676064	8.030025
RNAewa_LIGrocs_with_names-2dock_mol0271	mol271	0	-50.870533	-50.335052	-0.535479	4.170399
RNAewa_LIGrocs_with_names-2dock_mol0272	mol272	0	-57.544708	-56.337223	-1.207485	7.143951
RNAewa_LIGrocs_with_names-2dock_mol0273	mol273	0	-39.750458	-37.780048	-1.970410	5.875839
RNAewa_LIGrocs_with_names-2dock_mol0274	mol274	0	-38.700256	-37.536900	-1.163359	4.523715
RNAewa_LIGrocs_with_names-2dock_mol0275	mol275	0	-36.634178	-35.497066	-1.137110	6.703030
RNAewa_LIGrocs_with_names-2dock_mol0276	mol276	0	-44.994255	-42.601925	-2.392332	4.341317
RNAewa_LIGrocs_with_names-2dock_mol0277	mol277	0	-41.635242	-39.035736	-2.599506	3.925430
RNAewa_LIGrocs_with_names-2dock_mol0278	mol278	0	-46.667427	-45.571495	-1.095930	4.028811
RNAewa_LIGrocs_with_names-2dock_mol0279	mol279	0	-40.055595	-37.459492	-2.596103	6.138398
RNAewa_LIGrocs_with_names-2dock_mol0280	mol280	0	-53.479237	-50.438614	-3.040624	8.822802
RNAewa_LIGrocs_with_names-2dock_mol0281	mol281	0	-41.097221	-39.480385	-1.616836	10.692342
RNAewa_LIGrocs_with_names-2dock_mol0282	mol282	0	-50.869865	-51.038460	0.168594	19.009468
RNAewa_LIGrocs_with_names-2dock_mol0283	mol283	0	-53.803268	-52.474514	-1.328754	16.538092
RNAewa_LIGrocs_with_names-2dock_mol0284	mol284	0	-53.433308	-52.439289	-0.994018	6.218345
RNAewa_LIGrocs_with_names-2dock_mol0285	mol285	0	-53.341492	-50.804459	-2.537034	8.681933
RNAewa_LIGrocs_with_names-2dock_mol0286	mol286	0	-39.680233	-36.061390	-3.618843	8.880550
RNAewa_LIGrocs_with_names-2dock_mol0287	mol287	0	-57.804386	-57.641113	-0.163272	11.856278
RNAewa_LIGrocs_with_names-2dock_mol0288	mol288	0	-54.421753	-53.539230	-0.882524	20.223597
RNAewa_LIGrocs_with_names-2dock_mol0289	mol289	0	-42.936642	-39.568657	-3.367985	3.426958
RNAewa_LIGrocs_with_names-2dock_mol0290	mol290	0	-44.028221	-41.659485	-2.368736	8.616718
RNAewa_LIGrocs_with_names-2dock_mol0291	mol291	0	-52.137753	-51.337543	-0.800211	17.044733
RNAewa_LIGrocs_with_names-2dock_mol0292	mol292	0	-38.059349	-34.996918	-3.062433	10.345056
RNAewa_LIGrocs_with_names-2dock_mol0293	mol293	0	-51.984219	-45.572788	-6.411432	3.572863
RNAewa_LIGrocs_with_names-2dock_mol0294	mol294	0	-42.725056	-40.481560	-2.243496	4.936977
RNAewa_LIGrocs_with_names-2dock_mol0295	mol295	0	-41.539070	-42.368462	0.829390	9.338338
RNAewa_LIGrocs_with_names-2dock_mol0296	mol296	0	-45.593380	-43.400658	-2.192721	10.264842
RNAewa_LIGrocs_with_names-2dock_mol0297	mol297	0	-38.125591	-33.416840	-4.708751	5.053022
RNAewa_LIGrocs_with_names-2dock_mol0298	mol298	0	-48.548805	-48.556168	0.007363	6.489373
RNAewa_LIGrocs_with_names-2dock_mol0299	mol299	0	-39.612358	-38.677471	-0.934886	9.343033
RNAewa_LIGrocs_with_names-2dock_mol0300	mol300	0	-43.680256	-44.135895	0.455640	4.921669
RNAewa_LIGrocs_with_names-2dock_mol0301	mol301	0	-48.017483	-45.783470	-2.234011	4.278133
RNAewa_LIGrocs_with_names-2dock_mol0302	mol302	0	-42.104416	-43.502285	1.397870	13.961424
RNAewa_LIGrocs_with_names-2dock_mol0303	mol303	0	-42.671188	-42.549915	-0.121272	4.882187
RNAewa_LIGrocs_with_names-2dock_mol0304	mol304	0	-41.364685	-37.440193	-3.924490	8.827847
RNAewa_LIGrocs_with_names-2dock_mol0305	mol305	0	-58.824020	-57.607388	-1.216632	8.521868
RNAewa_LIGrocs_with_names-2dock_mol0306	mol306	0	-44.499603	-42.853386	-1.646216	7.158360
RNAewa_LIGrocs_with_names-2dock_mol0307	mol307	0	-38.699551	-34.487469	-4.212083	5.056009
RNAewa_LIGrocs_with_names-2dock_mol0308	mol308	0	-44.154640	-40.560154	-3.594488	2.451123
RNAewa_LIGrocs_with_names-2dock_mol0309	mol309	1	-37.884239	-38.047554	0.163317	5.611527
RNAewa_LIGrocs_with_names-2dock_mol0310	mol310	0	-47.062737	-40.817738	-6.244997	7.327297
RNAewa_LIGrocs_with_names-2dock_mol0311	mol311	0	-37.773281	-36.706184	-1.067096	2.955267
RNAewa_LIGrocs_with_names-2dock_mol0312	mol312	0	-38.231781	-37.177998	-1.053783	3.092053
RNAewa_LIGrocs_with_names-2dock_mol0313	mol313	0	-55.696747	-53.078632	-2.618113	5.487267
RNAewa_LIGrocs_with_names-2dock_mol0314	mol314	0	-45.733612	-42.666172	-3.067440	12.405894
RNAewa_LIGrocs_with_names-2dock_mol0315	mol315	0	-34.232521	-33.218887	-1.013633	7.453428
RNAewa_LIGrocs_with_names-2dock_mol0316	mol316	0	-41.439560	-40.378197	-1.061363	8.676031
RNAewa_LIGrocs_with_names-2dock_mol0317	mol317	0	-36.554169	-32.898563	-3.655604	10.132166
RNAewa_LIGrocs_with_names-2dock_mol0318	mol318	0	-41.202396	-40.031982	-1.170415	6.916970
RNAewa_LIGrocs_with_names-2dock_mol0319	mol319	0	-38.588333	-37.086815	-1.501516	3.151051
RNAewa_LIGrocs_with_names-2dock_mol0320	mol320	0	-50.567039	-49.989906	-0.577135	15.682747
RNAewa_LIGrocs_with_names-2dock_mol0321	mol321	0	-47.680801	-46.352882	-1.327919	10.484397
RNAewa_LIGrocs_with_names-2dock_mol0322	mol322	0	-41.734951	-41.100376	-0.634574	4.348864
RNAewa_LIGrocs_with_names-2dock_mol0323	mol323	0	-54.832073	-50.502831	-4.329241	8.163131
RNAewa_LIGrocs_with_names-2dock_mol0324	mol324	0	-59.359325	-59.409447	0.050123	10.098948
RNAewa_LIGrocs_with_names-2dock_mol0325	mol325	0	-41.289753	-41.488178	0.198427	5.097256
RNAewa_LIGrocs_with_names-2dock_mol0326	mol326	0	-39.780491	-37.955471	-1.825020	6.019514
RNAewa_LIGrocs_with_names-2dock_mol0327	mol327	0	-43.070400	-42.211845	-0.858555	10.197694
RNAewa_LIGrocs_with_names-2dock_mol0328	mol328	0	-37.645912	-35.617271	-2.028643	3.895911
RNAewa_LIGrocs_with_names-2dock_mol0329	mol329	0	-37.438580	-35.002426	-2.436153	2.952562
RNAewa_LIGrocs_with_names-2dock_mol0330	mol330	0	-40.918987	-37.050854	-3.868134	4.705374
RNAewa_LIGrocs_with_names-2dock_mol0331	mol331	0	-48.227924	-46.642628	-1.585295	5.314235
RNAewa_LIGrocs_with_names-2dock_mol0332	mol332	0	-38.063450	-37.888008	-0.175441	8.442567
RNAewa_LIGrocs_with_names-2dock_mol0333	mol333	0	-53.143490	-52.780788	-0.362701	12.633260
RNAewa_LIGrocs_with_names-2dock_mol0334	mol334	0	-44.768173	-43.064632	-1.703541	11.862418
RNAewa_LIGrocs_with_names-2dock_mol0335	mol335	0	-40.826538	-39.232224	-1.594315	2.631574
RNAewa_LIGrocs_with_names-2dock_mol0336	mol336	0	-40.534550	-41.077946	0.543394	6.969388
RNAewa_LIGrocs_with_names-2dock_mol0337	mol337	0	-53.596413	-52.449646	-1.146768	11.977569
RNAewa_LIGrocs_with_names-2dock_mol0338	mol338	0	-47.968773	-46.473824	-1.494950	7.742111
RNAewa_LIGrocs_with_names-2dock_mol0339	mol339	0	-40.488991	-40.533974	0.044983	6.985296
RNAewa_LIGrocs_with_names-2dock_mol0340	mol340	0	-40.998409	-39.563946	-1.434464	9.230601
RNAewa_LIGrocs_with_names-2dock_mol0341	mol341	0	-51.137920	-48.967621	-2.170301	9.278926
RNAewa_LIGrocs_with_names-2dock_mol0342	mol342	0	-53.728703	-51.841972	-1.886729	6.621710
RNAewa_LIGrocs_with_names-2dock_mol0343	mol343	0	-42.333931	-39.754444	-2.579485	5.603115
RNAewa_LIGrocs_with_names-2dock_mol0344	mol344	0	-33.497345	-32.712814	-0.784531	3.779382
RNAewa_LIGrocs_with_names-2dock_mol0345	mol345	0	-54.339554	-51.305424	-3.034131	11.384953
RNAewa_LIGrocs_with_names-2dock_mol0346	mol346	0	-40.461815	-38.909306	-1.552511	5.883965
RNAewa_LIGrocs_with_names-2dock_mol0347	mol347	0	-36.204952	-34.698280	-1.506673	3.098268
RNAewa_LIGrocs_with_names-2dock_mol0348	mol348	0	-41.609653	-39.088055	-2.521600	12.086392
RNAewa_LIGrocs_with_names-2dock_mol0349	mol349	0	-43.806053	-41.900002	-1.906050	4.080742
RNAewa_LIGrocs_with_names-2dock_mol0350	mol350	0	-43.910011	-43.255684	-0.654329	5.753284
RNAewa_LIGrocs_with_names-2dock_mol0351	mol351	0	-39.070583	-38.808334	-0.262247	6.679001
RNAewa_LIGrocs_with_names-2dock_mol0352	mol352	0	-42.596478	-42.502476	-0.094003	6.991584
RNAewa_LIGrocs_with_names-2dock_mol0353	mol353	0	-42.677803	-41.203506	-1.474297	10.237847
RNAewa_LIGrocs_with_names-2dock_mol0354	mol354	0	-52.103214	-47.372143	-4.731072	4.610843
RNAewa_LIGrocs_with_names-2dock_mol0355	mol355	0	-57.657299	-58.076836	0.419538	9.561642
RNAewa_LIGrocs_with_names-2dock_mol0356	mol356	0	-41.683952	-41.043461	-0.640491	4.405913
RNAewa_LIGrocs_with_names-2dock_mol0357	mol357	0	-44.884937	-41.598156	-3.286781	7.303112
RNAewa_LIGrocs_with_names-2dock_mol0358	mol358	0	-42.940868	-43.199715	0.258844	7.517133
