Grid_Sco00re			Grid_Score	Grid_vdw	Grid_es	Int_energy
2hoj_LIGrocs_with_names-2dock_mol1431	mol1431	0	-62.718884	-31.516697	-31.202187	-31.202187
2hoj_LIGrocs_with_names-2dock_mol1432	mol1432	0	-59.156944	-27.404188	-31.752754	-31.752754
2hoj_LIGrocs_with_names-2dock_mol1433	mol1433	0	-92.270905	-29.224556	-63.046352	-63.046352
2hoj_LIGrocs_with_names-2dock_mol1434	mol1434	0	-61.810871	-28.402115	-33.408756	-33.408756
2hoj_LIGrocs_with_names-2dock_mol1435	mol1435	0	-60.926666	-23.280781	-37.645885	-37.645885
2hoj_LIGrocs_with_names-2dock_mol1436	mol1436	0	-95.144485	-29.330194	-65.814293	-65.814293
2hoj_LIGrocs_with_names-2dock_mol1437	mol1437	0	-95.169121	-31.031149	-64.137970	-64.137970
2hoj_LIGrocs_with_names-2dock_mol1438	mol1438	0	-63.329815	-29.757053	-33.572762	-33.572762
2hoj_LIGrocs_with_names-2dock_mol1439	mol1439	0	-62.559311	-28.560593	-33.998718	-33.998718
2hoj_LIGrocs_with_names-2dock_mol1440	mol1440	0	-93.957825	-31.311525	-62.646297	-62.646297
2hoj_LIGrocs_with_names-2dock_mol1441	mol1441	0	-64.112068	-28.732960	-35.379108	-35.379108
2hoj_LIGrocs_with_names-2dock_mol1442	mol1442	0	-96.635040	-30.417015	-66.218025	-66.218025
2hoj_LIGrocs_with_names-2dock_mol1443	mol1443	0	-64.012199	-27.010851	-37.001347	-37.001347
2hoj_LIGrocs_with_names-2dock_mol1444	mol1444	0	-62.329178	-27.972305	-34.356873	-34.356873
2hoj_LIGrocs_with_names-2dock_mol1445	mol1445	0	-60.639450	-31.326471	-29.312977	-29.312977
2hoj_LIGrocs_with_names-2dock_mol1446	mol1446	0	-59.542393	-23.432682	-36.109711	-36.109711
2hoj_LIGrocs_with_names-2dock_mol1447	mol1447	0	-65.294189	-27.901665	-37.392521	-37.392521
2hoj_LIGrocs_with_names-2dock_mol1448	mol1448	0	-62.881382	-27.443756	-35.437626	-35.437626
2hoj_LIGrocs_with_names-2dock_mol1449	mol1449	0	-59.502876	-27.826284	-31.676592	-31.676592
2hoj_LIGrocs_with_names-2dock_mol1450	mol1450	0	-60.275230	-27.398516	-32.876717	-32.876717
2hoj_LIGrocs_with_names-2dock_mol1451	mol1451	0	-92.519424	-28.211857	-64.307571	-64.307571
2hoj_LIGrocs_with_names-2dock_mol1452	mol1452	0	-63.441170	-32.085217	-31.355953	-31.355953
2hoj_LIGrocs_with_names-2dock_mol1453	mol1453	0	-64.285675	-31.740820	-32.544857	-32.544857
2hoj_LIGrocs_with_names-2dock_mol1454	mol1454	0	4.413574	-35.222576	39.636150	39.636150
2hoj_LIGrocs_with_names-2dock_mol1455	mol1455	0	-62.384930	-28.920551	-33.464378	-33.464378
2hoj_LIGrocs_with_names-2dock_mol1456	mol1456	0	26.063152	-41.099102	67.162254	67.162254
2hoj_LIGrocs_with_names-2dock_mol1457	mol1457	0	-48.318901	-33.855610	-14.463291	-14.463291
2hoj_LIGrocs_with_names-2dock_mol1458	mol1458	0	-61.668018	-27.844604	-33.823414	-33.823414
2hoj_LIGrocs_with_names-2dock_mol1459	mol1459	0	-90.684105	-24.566381	-66.117722	-66.117722
2hoj_LIGrocs_with_names-2dock_mol1460	mol1460	0	-60.718109	-30.184761	-30.533350	-30.533350
2hoj_LIGrocs_with_names-2dock_mol1461	mol1461	0	-97.214211	-33.704342	-63.509869	-63.509869
2hoj_LIGrocs_with_names-2dock_mol1462	mol1462	0	-61.239159	-28.702768	-32.536388	-32.536388
2hoj_LIGrocs_with_names-2dock_mol1463	mol1463	0	-62.286278	-28.467176	-33.819103	-33.819103
2hoj_LIGrocs_with_names-2dock_mol1464	mol1464	0	-26.790480	-25.929247	-0.861233	-0.861233
2hoj_LIGrocs_with_names-2dock_mol1465	mol1465	0	30.251287	-1.204290	31.455578	31.455578
2hoj_LIGrocs_with_names-2dock_mol1466	mol1466	0	-63.210594	-27.400076	-35.810520	-35.810520
2hoj_LIGrocs_with_names-2dock_mol1467	mol1467	0	-26.894693	-25.546362	-1.348332	-1.348332
2hoj_LIGrocs_with_names-2dock_mol1468	mol1468	0	2.710159	-26.246803	28.956963	28.956963
2hoj_LIGrocs_with_names-2dock_mol1469	mol1469	0	-93.349098	-31.817228	-61.531872	-61.531872
2hoj_LIGrocs_with_names-2dock_mol1470	mol1470	0	-95.496674	-32.540771	-62.955898	-62.955898
2hoj_LIGrocs_with_names-2dock_mol1471	mol1471	0	-66.127632	-29.418400	-36.709232	-36.709232
2hoj_LIGrocs_with_names-2dock_mol1472	mol1472	0	-63.030273	-28.764763	-34.265511	-34.265511
2hoj_LIGrocs_with_names-2dock_mol1473	mol1473	0	-23.869328	-23.167250	-0.702077	-0.702077
2hoj_LIGrocs_with_names-2dock_mol1474	mol1474	0	-61.449127	-29.051666	-32.397461	-32.397461
2hoj_LIGrocs_with_names-2dock_mol1475	mol1475	0	2.522068	-44.087952	46.610020	46.610020
2hoj_LIGrocs_with_names-2dock_mol1476	mol1476	0	-69.850281	-33.855076	-35.995205	-35.995205
2hoj_LIGrocs_with_names-2dock_mol1477	mol1477	0	-66.927750	-30.701094	-36.226658	-36.226658
2hoj_LIGrocs_with_names-2dock_mol1478	mol1478	0	-63.955833	-28.547865	-35.407967	-35.407967
2hoj_LIGrocs_with_names-2dock_mol1479	mol1479	0	-93.639069	-27.199272	-66.439796	-66.439796
2hoj_LIGrocs_with_names-2dock_mol1480	mol1480	0	-60.131416	-29.347097	-30.784321	-30.784321
2hoj_LIGrocs_with_names-2dock_mol1481	mol1481	0	-61.169933	-30.856621	-30.313313	-30.313313
2hoj_LIGrocs_with_names-2dock_mol1482	mol1482	0	-94.255325	-29.698811	-64.556519	-64.556519
2hoj_LIGrocs_with_names-2dock_mol1483	mol1483	0	-61.447594	-27.688772	-33.758820	-33.758820
2hoj_LIGrocs_with_names-2dock_mol1484	mol1484	0	-101.014801	-39.391411	-61.623390	-61.623390
2hoj_LIGrocs_with_names-2dock_mol1485	mol1485	0	-26.368580	-25.661312	-0.707269	-0.707269
2hoj_LIGrocs_with_names-2dock_mol1486	mol1486	0	2.492229	-40.790459	43.282688	43.282688
2hoj_LIGrocs_with_names-2dock_mol1487	mol1487	0	-62.714813	-28.213356	-34.501457	-34.501457
2hoj_LIGrocs_with_names-2dock_mol1488	mol1488	0	-63.082939	-29.804556	-33.278385	-33.278385
2hoj_LIGrocs_with_names-2dock_mol1489	mol1489	0	-96.452133	-30.870178	-65.581955	-65.581955
2hoj_LIGrocs_with_names-2dock_mol1490	mol1490	0	-62.329178	-27.972305	-34.356873	-34.356873
2hoj_LIGrocs_with_names-2dock_mol1491	mol1491	0	-25.422785	-25.656048	0.233263	0.233263
2hoj_LIGrocs_with_names-2dock_mol1492	mol1492	0	-63.924519	-34.779781	-29.144737	-29.144737
2hoj_LIGrocs_with_names-2dock_mol1493	mol1493	0	-59.691292	-28.723238	-30.968056	-30.968056
2hoj_LIGrocs_with_names-2dock_mol1494	mol1494	0	-93.625603	-26.538816	-67.086784	-67.086784
2hoj_LIGrocs_with_names-2dock_mol1495	mol1495	0	-67.366669	-32.365967	-35.000702	-35.000702
2hoj_LIGrocs_with_names-2dock_mol1496	mol1496	0	-67.177261	-32.887215	-34.290051	-34.290051
2hoj_LIGrocs_with_names-2dock_mol1497	mol1497	0	-59.999641	-23.796629	-36.203014	-36.203014
2hoj_LIGrocs_with_names-2dock_mol1498	mol1498	0	-87.629913	-25.005919	-62.623997	-62.623997
2hoj_LIGrocs_with_names-2dock_mol1499	mol1499	0	-65.107498	-31.541336	-33.566162	-33.566162
2hoj_LIGrocs_with_names-2dock_mol1500	mol1500	0	-62.644875	-30.130968	-32.513908	-32.513908
2hoj_LIGrocs_with_names-2dock_mol1501	mol1501	0	-63.786133	-28.389999	-35.396133	-35.396133
2hoj_LIGrocs_with_names-2dock_mol1502	mol1502	0	3.542431	-43.331230	46.873661	46.873661
2hoj_LIGrocs_with_names-2dock_mol1503	mol1503	0	-61.299858	-26.318335	-34.981525	-34.981525
2hoj_LIGrocs_with_names-2dock_mol1504	mol1504	0	-28.065245	-27.650267	-0.414979	-0.414979
2hoj_LIGrocs_with_names-2dock_mol1505	mol1505	0	8.042545	-37.708691	45.751236	45.751236
2hoj_LIGrocs_with_names-2dock_mol1506	mol1506	0	-95.174011	-27.145039	-68.028969	-68.028969
2hoj_LIGrocs_with_names-2dock_mol1507	mol1507	0	-61.585976	-27.385656	-34.200321	-34.200321
2hoj_LIGrocs_with_names-2dock_mol1508	mol1508	0	-94.870445	-27.799902	-67.070541	-67.070541
2hoj_LIGrocs_with_names-2dock_mol1509	mol1509	0	-104.910950	-38.788963	-66.121986	-66.121986
2hoj_LIGrocs_with_names-2dock_mol1510	mol1510	0	-95.688889	-30.683111	-65.005775	-65.005775
2hoj_LIGrocs_with_names-2dock_mol1511	mol1511	0	-92.110580	-29.186466	-62.924118	-62.924118
2hoj_LIGrocs_with_names-2dock_mol1512	mol1512	0	-91.821571	-28.903917	-62.917656	-62.917656
2hoj_LIGrocs_with_names-2dock_mol1513	mol1513	0	-63.797478	-31.239094	-32.558384	-32.558384
2hoj_LIGrocs_with_names-2dock_mol1514	mol1514	0	-31.592981	-24.457680	-7.135302	-7.135302
2hoj_LIGrocs_with_names-2dock_mol1515	mol1515	0	-91.679520	-30.429943	-61.249573	-61.249573
2hoj_LIGrocs_with_names-2dock_mol1516	mol1516	0	-96.594856	-31.526011	-65.068848	-65.068848
2hoj_LIGrocs_with_names-2dock_mol1517	mol1517	0	-97.238586	-32.512405	-64.726181	-64.726181
2hoj_LIGrocs_with_names-2dock_mol1518	mol1518	0	-62.179832	-24.714357	-37.465477	-37.465477
2hoj_LIGrocs_with_names-2dock_mol1519	mol1519	0	-60.057281	-25.911936	-34.145344	-34.145344
2hoj_LIGrocs_with_names-2dock_mol1520	mol1520	0	-93.943649	-30.625294	-63.318352	-63.318352
2hoj_LIGrocs_with_names-2dock_mol1521	mol1521	0	-65.630981	-30.539015	-35.091965	-35.091965
2hoj_LIGrocs_with_names-2dock_mol1522	mol1522	0	-66.616776	-28.928127	-37.688648	-37.688648
2hoj_LIGrocs_with_names-2dock_mol1523	mol1523	0	-60.483940	-27.376530	-33.107410	-33.107410
2hoj_LIGrocs_with_names-2dock_mol1524	mol1524	0	-88.557686	-23.541548	-65.016136	-65.016136
2hoj_LIGrocs_with_names-2dock_mol1525	mol1525	0	-30.044128	-29.230015	-0.814115	-0.814115
2hoj_LIGrocs_with_names-2dock_mol1526	mol1526	0	-27.845982	-26.986015	-0.859966	-0.859966
2hoj_LIGrocs_with_names-2dock_mol1527	mol1527	0	-31.045559	-24.364374	-6.681185	-6.681185
2hoj_LIGrocs_with_names-2dock_mol1528	mol1528	0	-57.586510	-29.677992	-27.908516	-27.908516
2hoj_LIGrocs_with_names-2dock_mol1529	mol1529	0	-74.606842	-33.490219	-41.116623	-41.116623
2hoj_LIGrocs_with_names-2dock_mol1530	mol1530	0	-26.554968	-25.364290	-1.190677	-1.190677
2hoj_LIGrocs_with_names-2dock_mol1531	mol1531	0	-60.592861	-29.392262	-31.200600	-31.200600
2hoj_LIGrocs_with_names-2dock_mol1532	mol1532	0	-27.909618	-26.873163	-1.036456	-1.036456
2hoj_LIGrocs_with_names-2dock_mol1533	mol1533	0	-27.501627	-26.160091	-1.341536	-1.341536
2hoj_LIGrocs_with_names-2dock_mol1534	mol1534	0	-65.310791	-31.286495	-34.024292	-34.024292
2hoj_LIGrocs_with_names-2dock_mol1535	mol1535	0	-61.212402	-28.122564	-33.089840	-33.089840
2hoj_LIGrocs_with_names-2dock_mol1536	mol1536	0	-95.297218	-31.165001	-64.132217	-64.132217
2hoj_LIGrocs_with_names-2dock_mol1537	mol1537	0	-61.854210	-30.038399	-31.815811	-31.815811
2hoj_LIGrocs_with_names-2dock_mol1538	mol1538	1	-61.036118	-25.449774	-35.586346	-35.586346
2hoj_LIGrocs_with_names-2dock_mol1539	mol1539	0	-61.700508	-30.575947	-31.124561	-31.124561
2hoj_LIGrocs_with_names-2dock_mol1540	mol1540	0	-62.230076	-28.728844	-33.501232	-33.501232
2hoj_LIGrocs_with_names-2dock_mol1541	mol1541	0	-71.125175	-30.069845	-41.055332	-41.055332
2hoj_LIGrocs_with_names-2dock_mol1542	mol1542	0	-64.297539	-29.249258	-35.048279	-35.048279
2hoj_LIGrocs_with_names-2dock_mol1543	mol1543	0	-94.258095	-28.709585	-65.548508	-65.548508
2hoj_LIGrocs_with_names-2dock_mol1544	mol1544	0	-60.479507	-27.005693	-33.473812	-33.473812
2hoj_LIGrocs_with_names-2dock_mol1545	mol1545	0	-62.669914	-29.301399	-33.368515	-33.368515
2hoj_LIGrocs_with_names-2dock_mol1546	mol1546	0	-57.562916	-27.536516	-30.026400	-30.026400
2hoj_LIGrocs_with_names-2dock_mol1547	mol1547	0	-59.302933	-24.910147	-34.392784	-34.392784
2hoj_LIGrocs_with_names-2dock_mol1548	mol1548	0	-64.430023	-31.663700	-32.766327	-32.766327
2hoj_LIGrocs_with_names-2dock_mol1549	mol1549	0	-62.618439	-26.925001	-35.693436	-35.693436
2hoj_LIGrocs_with_names-2dock_mol1550	mol1550	0	-28.100695	-27.629084	-0.471610	-0.471610
2hoj_LIGrocs_with_names-2dock_mol1551	mol1551	0	-96.909454	-31.951366	-64.958084	-64.958084
2hoj_LIGrocs_with_names-2dock_mol1552	mol1552	0	-98.715996	-30.826048	-67.889946	-67.889946
2hoj_LIGrocs_with_names-2dock_mol1553	mol1553	0	-58.622231	-23.035879	-35.586349	-35.586349
2hoj_LIGrocs_with_names-2dock_mol1554	mol1554	0	-59.113640	-28.828293	-30.285347	-30.285347
2hoj_LIGrocs_with_names-2dock_mol1555	mol1555	0	2.756567	-21.931429	24.687996	24.687996
2hoj_LIGrocs_with_names-2dock_mol1556	mol1556	0	-64.454132	-29.842569	-34.611565	-34.611565
2hoj_LIGrocs_with_names-2dock_mol1557	mol1557	0	-66.551712	-31.751202	-34.800514	-34.800514
2hoj_LIGrocs_with_names-2dock_mol1558	mol1558	0	-58.586769	-26.404753	-32.182014	-32.182014
2hoj_LIGrocs_with_names-2dock_mol1559	mol1559	0	-60.174198	-28.773355	-31.400843	-31.400843
2hoj_LIGrocs_with_names-2dock_mol1560	mol1560	0	5.593578	-39.889137	45.482716	45.482716
2hoj_LIGrocs_with_names-2dock_mol1561	mol1561	0	-61.141350	-31.049265	-30.092087	-30.092087
2hoj_LIGrocs_with_names-2dock_mol1562	mol1562	0	-64.013588	-33.057793	-30.955793	-30.955793
2hoj_LIGrocs_with_names-2dock_mol1563	mol1563	0	-25.094965	-24.857100	-0.237865	-0.237865
2hoj_LIGrocs_with_names-2dock_mol1564	mol1564	0	-25.641872	-25.333368	-0.308504	-0.308504
2hoj_LIGrocs_with_names-2dock_mol1565	mol1565	0	-62.002754	-29.359919	-32.642838	-32.642838
2hoj_LIGrocs_with_names-2dock_mol1566	mol1566	0	-64.869370	-29.186913	-35.682453	-35.682453
2hoj_LIGrocs_with_names-2dock_mol1567	mol1567	0	-57.674492	-26.260489	-31.414005	-31.414005
2hoj_LIGrocs_with_names-2dock_mol1568	mol1568	0	-58.176014	-26.788570	-31.387444	-31.387444
2hoj_LIGrocs_with_names-2dock_mol1569	mol1569	0	-27.397680	-26.486982	-0.910698	-0.910698
2hoj_LIGrocs_with_names-2dock_mol1570	mol1570	0	-45.526382	-34.320068	-11.206316	-11.206316
2hoj_LIGrocs_with_names-2dock_mol1571	mol1571	0	-60.707787	-30.436970	-30.270817	-30.270817
2hoj_LIGrocs_with_names-2dock_mol1572	mol1572	0	-29.783682	-28.844173	-0.939508	-0.939508
2hoj_LIGrocs_with_names-2dock_mol1573	mol1573	0	-60.712440	-29.921993	-30.790445	-30.790445
2hoj_LIGrocs_with_names-2dock_mol1574	mol1574	0	-61.560654	-23.862274	-37.698380	-37.698380
2hoj_LIGrocs_with_names-2dock_mol1575	mol1575	0	-65.430519	-33.421558	-32.008961	-32.008961
2hoj_LIGrocs_with_names-2dock_mol1576	mol1576	0	-56.293144	-29.252928	-27.040218	-27.040218
2hoj_LIGrocs_with_names-2dock_mol1577	mol1577	0	-25.665113	-25.127293	-0.537820	-0.537820
2hoj_LIGrocs_with_names-2dock_mol1578	mol1578	0	-65.465843	-33.548840	-31.917006	-31.917006
2hoj_LIGrocs_with_names-2dock_mol1579	mol1579	0	-24.646420	-22.828821	-1.817598	-1.817598
2hoj_LIGrocs_with_names-2dock_mol1580	mol1580	0	-63.368095	-29.582170	-33.785927	-33.785927
2hoj_LIGrocs_with_names-2dock_mol1581	mol1581	0	-67.040802	-33.678055	-33.362751	-33.362751
2hoj_LIGrocs_with_names-2dock_mol1582	mol1582	0	-24.775900	-24.371857	-0.404043	-0.404043
2hoj_LIGrocs_with_names-2dock_mol1583	mol1583	0	-63.701759	-30.926420	-32.775341	-32.775341
2hoj_LIGrocs_with_names-2dock_mol1584	mol1584	0	-61.094109	-28.528500	-32.565609	-32.565609
2hoj_LIGrocs_with_names-2dock_mol1585	mol1585	0	-65.187698	-33.402950	-31.784752	-31.784752
2hoj_LIGrocs_with_names-2dock_mol1586	mol1586	0	-60.423485	-31.184942	-29.238544	-29.238544
2hoj_LIGrocs_with_names-2dock_mol1587	mol1587	0	-58.404175	-28.754347	-29.649830	-29.649830
2hoj_LIGrocs_with_names-2dock_mol1588	mol1588	0	-60.503609	-26.003752	-34.499855	-34.499855
2hoj_LIGrocs_with_names-2dock_mol1589	mol1589	0	-96.466904	-33.906082	-62.560822	-62.560822
2hoj_LIGrocs_with_names-2dock_mol1590	mol1590	0	-99.190659	-34.255943	-64.934715	-64.934715
2hoj_LIGrocs_with_names-2dock_mol1591	mol1591	0	-63.003387	-28.112207	-34.891182	-34.891182
2hoj_LIGrocs_with_names-2dock_mol1592	mol1592	0	-58.755875	-27.165245	-31.590630	-31.590630
2hoj_LIGrocs_with_names-2dock_mol1593	mol1593	0	-63.822731	-28.162325	-35.660404	-35.660404
2hoj_LIGrocs_with_names-2dock_mol1594	mol1594	0	-91.567772	-29.143005	-62.424767	-62.424767
2hoj_LIGrocs_with_names-2dock_mol1595	mol1595	0	-57.700790	-24.363098	-33.337692	-33.337692
2hoj_LIGrocs_with_names-2dock_mol1596	mol1596	0	-67.962914	-32.666714	-35.296200	-35.296200
2hoj_LIGrocs_with_names-2dock_mol1597	mol1597	0	-58.184315	-29.340298	-28.844017	-28.844017
2hoj_LIGrocs_with_names-2dock_mol1598	mol1598	0	-62.729195	-27.827349	-34.901848	-34.901848
2hoj_LIGrocs_with_names-2dock_mol1599	mol1599	0	-65.001991	-31.526907	-33.475082	-33.475082
2hoj_LIGrocs_with_names-2dock_mol1600	mol1600	0	-23.943356	-22.389097	-1.554258	-1.554258
2hoj_LIGrocs_with_names-2dock_mol1601	mol1601	0	-26.052980	-25.077738	-0.975242	-0.975242
2hoj_LIGrocs_with_names-2dock_mol1602	mol1602	0	-64.563072	-31.334488	-33.228584	-33.228584
2hoj_LIGrocs_with_names-2dock_mol1603	mol1603	0	-60.280678	-25.824446	-34.456234	-34.456234
2hoj_LIGrocs_with_names-2dock_mol1604	mol1604	0	-58.775074	-26.611214	-32.163860	-32.163860
2hoj_LIGrocs_with_names-2dock_mol1605	mol1605	0	-68.126228	-31.711643	-36.414585	-36.414585
2hoj_LIGrocs_with_names-2dock_mol1606	mol1606	0	-68.322510	-31.951851	-36.370659	-36.370659
2hoj_LIGrocs_with_names-2dock_mol1607	mol1607	0	-94.362015	-28.405422	-65.956596	-65.956596
2hoj_LIGrocs_with_names-2dock_mol1608	mol1608	0	-63.237461	-28.248592	-34.988869	-34.988869
2hoj_LIGrocs_with_names-2dock_mol1609	mol1609	0	-25.015816	-24.328081	-0.687734	-0.687734
2hoj_LIGrocs_with_names-2dock_mol1610	mol1610	0	-60.849625	-26.671778	-34.177845	-34.177845
2hoj_LIGrocs_with_names-2dock_mol1611	mol1611	0	-58.609001	-25.431990	-33.177010	-33.177010
2hoj_LIGrocs_with_names-2dock_mol1612	mol1612	0	-59.889618	-27.269197	-32.620422	-32.620422
2hoj_LIGrocs_with_names-2dock_mol1613	mol1613	0	-26.790787	-26.480404	-0.310383	-0.310383
2hoj_LIGrocs_with_names-2dock_mol1614	mol1614	0	-24.518051	-23.421904	-1.096147	-1.096147
2hoj_LIGrocs_with_names-2dock_mol1615	mol1615	0	-58.613659	-21.966351	-36.647308	-36.647308
2hoj_LIGrocs_with_names-2dock_mol1616	mol1616	0	-26.586075	-25.308226	-1.277849	-1.277849
2hoj_LIGrocs_with_names-2dock_mol1617	mol1617	0	-61.832336	-25.359293	-36.473042	-36.473042
2hoj_LIGrocs_with_names-2dock_mol1618	mol1618	0	-60.538246	-30.084621	-30.453625	-30.453625
2hoj_LIGrocs_with_names-2dock_mol1619	mol1619	0	-96.353928	-33.574909	-62.779015	-62.779015
2hoj_LIGrocs_with_names-2dock_mol1620	mol1620	0	-32.778908	-15.475307	-17.303602	-17.303602
2hoj_LIGrocs_with_names-2dock_mol1621	mol1621	0	-57.853905	-27.391350	-30.462557	-30.462557
2hoj_LIGrocs_with_names-2dock_mol1622	mol1622	0	-25.883810	-25.923954	0.040145	0.040145
2hoj_LIGrocs_with_names-2dock_mol1623	mol1623	0	-60.803032	-25.617510	-35.185520	-35.185520
2hoj_LIGrocs_with_names-2dock_mol1624	mol1624	0	-24.852566	-23.955032	-0.897534	-0.897534
2hoj_LIGrocs_with_names-2dock_mol1625	mol1625	0	-92.400246	-23.968328	-68.431915	-68.431915
2hoj_LIGrocs_with_names-2dock_mol1626	mol1626	0	-60.392647	-25.893129	-34.499519	-34.499519
2hoj_LIGrocs_with_names-2dock_mol1627	mol1627	0	-62.729687	-26.625721	-36.103966	-36.103966
2hoj_LIGrocs_with_names-2dock_mol1628	mol1628	0	-25.864220	-25.846933	-0.017285	-0.017285
2hoj_LIGrocs_with_names-2dock_mol1629	mol1629	0	-29.827850	-28.717775	-1.110075	-1.110075
2hoj_LIGrocs_with_names-2dock_mol1630	mol1630	0	-23.387627	-22.074421	-1.313206	-1.313206
2hoj_LIGrocs_with_names-2dock_mol1631	mol1631	0	-32.251755	-21.251610	-11.000145	-11.000145
2hoj_LIGrocs_with_names-2dock_mol1632	mol1632	0	-26.182659	-24.972942	-1.209718	-1.209718
2hoj_LIGrocs_with_names-2dock_mol1633	mol1633	0	-56.498734	-25.067255	-31.431480	-31.431480
2hoj_LIGrocs_with_names-2dock_mol1634	mol1634	0	-64.699326	-29.341858	-35.357464	-35.357464
2hoj_LIGrocs_with_names-2dock_mol1635	mol1635	0	-46.524239	-31.771173	-14.753066	-14.753066
2hoj_LIGrocs_with_names-2dock_mol1636	mol1636	0	-34.237259	-22.570900	-11.666360	-11.666360
2hoj_LIGrocs_with_names-2dock_mol1637	mol1637	0	-61.520638	-25.944998	-35.575638	-35.575638
2hoj_LIGrocs_with_names-2dock_mol1638	mol1638	0	-62.492767	-27.102262	-35.390503	-35.390503
2hoj_LIGrocs_with_names-2dock_mol1639	mol1639	0	-25.732517	-24.835367	-0.897149	-0.897149
2hoj_LIGrocs_with_names-2dock_mol1640	mol1640	0	-26.424181	-25.831081	-0.593100	-0.593100
2hoj_LIGrocs_with_names-2dock_mol1641	mol1641	0	-63.581696	-31.606405	-31.975290	-31.975290
2hoj_LIGrocs_with_names-2dock_mol1642	mol1642	0	-57.617191	-27.754803	-29.862389	-29.862389
2hoj_LIGrocs_with_names-2dock_mol1643	mol1643	0	-27.514315	-26.624872	-0.889442	-0.889442
2hoj_LIGrocs_with_names-2dock_mol1644	mol1644	0	-32.868263	-21.313993	-11.554270	-11.554270
2hoj_LIGrocs_with_names-2dock_mol1645	mol1645	0	-29.827320	-29.480230	-0.347090	-0.347090
2hoj_LIGrocs_with_names-2dock_mol1646	mol1646	0	-92.604103	-26.502245	-66.101860	-66.101860
2hoj_LIGrocs_with_names-2dock_mol1647	mol1647	0	-28.783792	-27.926323	-0.857470	-0.857470
2hoj_LIGrocs_with_names-2dock_mol1648	mol1648	0	-27.212242	-26.768379	-0.443862	-0.443862
2hoj_LIGrocs_with_names-2dock_mol1649	mol1649	0	-24.744373	-24.245283	-0.499089	-0.499089
2hoj_LIGrocs_with_names-2dock_mol1650	mol1650	0	-66.119987	-33.342743	-32.777245	-32.777245
2hoj_LIGrocs_with_names-2dock_mol1651	mol1651	0	-92.850250	-24.913160	-67.937088	-67.937088
2hoj_LIGrocs_with_names-2dock_mol1652	mol1652	0	-23.346663	-21.234898	-2.111765	-2.111765
2hoj_LIGrocs_with_names-2dock_mol1653	mol1653	0	-65.621834	-28.741211	-36.880623	-36.880623
2hoj_LIGrocs_with_names-2dock_mol1654	mol1654	0	-62.454956	-25.943178	-36.511776	-36.511776
2hoj_LIGrocs_with_names-2dock_mol1655	mol1655	0	-29.932209	-29.068050	-0.864158	-0.864158
2hoj_LIGrocs_with_names-2dock_mol1656	mol1656	0	-25.053305	-24.077084	-0.976221	-0.976221
2hoj_LIGrocs_with_names-2dock_mol1657	mol1657	0	-25.842834	-23.902813	-1.940022	-1.940022
2hoj_LIGrocs_with_names-2dock_mol1658	mol1658	0	-63.527283	-29.069124	-34.458160	-34.458160
2hoj_LIGrocs_with_names-2dock_mol1659	mol1659	0	-56.756565	-24.835911	-31.920654	-31.920654
2hoj_LIGrocs_with_names-2dock_mol1660	mol1660	0	-25.897860	-24.983885	-0.913974	-0.913974
2hoj_LIGrocs_with_names-2dock_mol1661	mol1661	0	-28.180611	-28.484871	0.304260	0.304260
2hoj_LIGrocs_with_names-2dock_mol1662	mol1662	0	-65.621834	-28.741211	-36.880623	-36.880623
2hoj_LIGrocs_with_names-2dock_mol1663	mol1663	0	-27.994537	-26.212170	-1.782368	-1.782368
2hoj_LIGrocs_with_names-2dock_mol1664	mol1664	0	-22.883772	-21.707195	-1.176577	-1.176577
2hoj_LIGrocs_with_names-2dock_mol1665	mol1665	0	-26.211994	-24.032909	-2.179086	-2.179086
2hoj_LIGrocs_with_names-2dock_mol1666	mol1666	0	-28.783792	-27.926323	-0.857470	-0.857470
2hoj_LIGrocs_with_names-2dock_mol1667	mol1667	0	-65.227272	-33.821693	-31.405577	-31.405577
2hoj_LIGrocs_with_names-2dock_mol1668	mol1668	0	-59.780319	-31.853046	-27.927271	-27.927271
2hoj_LIGrocs_with_names-2dock_mol1669	mol1669	0	-61.710121	-26.732189	-34.977932	-34.977932
2hoj_LIGrocs_with_names-2dock_mol1670	mol1670	0	-28.798832	-27.817326	-0.981507	-0.981507
2hoj_LIGrocs_with_names-2dock_mol1671	mol1671	0	-24.750994	-23.527660	-1.223333	-1.223333
2hoj_LIGrocs_with_names-2dock_mol1672	mol1672	0	-60.153809	-27.289820	-32.863987	-32.863987
2hoj_LIGrocs_with_names-2dock_mol1673	mol1673	0	-59.410072	-25.031630	-34.378441	-34.378441
2hoj_LIGrocs_with_names-2dock_mol1674	mol1674	0	-63.035988	-32.824135	-30.211855	-30.211855
2hoj_LIGrocs_with_names-2dock_mol1675	mol1675	0	-23.776016	-22.705715	-1.070301	-1.070301
2hoj_LIGrocs_with_names-2dock_mol1676	mol1676	0	-24.316389	-21.894999	-2.421391	-2.421391
2hoj_LIGrocs_with_names-2dock_mol1677	mol1677	0	-27.176662	-25.985075	-1.191587	-1.191587
2hoj_LIGrocs_with_names-2dock_mol1678	mol1678	0	-24.535494	-23.829088	-0.706406	-0.706406
2hoj_LIGrocs_with_names-2dock_mol1679	mol1679	0	-23.269764	-21.920742	-1.349021	-1.349021
